 5.27928E+02	 8.58867E+02
 5.28013E+02	 8.58000E+02
 5.28097E+02	 8.57800E+02
 5.28182E+02	 8.57800E+02
 5.28266E+02	 8.58000E+02
 5.28351E+02	 8.58000E+02
 5.28435E+02	 8.58067E+02
 5.28520E+02	 8.57533E+02
 5.28604E+02	 8.58333E+02
 5.28689E+02	 8.57733E+02
 5.28773E+02	 8.58600E+02
 5.28857E+02	 8.57733E+02
 5.28942E+02	 8.58133E+02
 5.29026E+02	 8.57933E+02
 5.29111E+02	 8.58200E+02
 5.29195E+02	 8.58533E+02
 5.29280E+02	 8.58067E+02
 5.29364E+02	 8.58000E+02
 5.29449E+02	 8.58667E+02
 5.29533E+02	 8.58067E+02
 5.29618E+02	 8.58667E+02
 5.29702E+02	 8.57867E+02
 5.29786E+02	 8.57600E+02
 5.29871E+02	 8.58133E+02
 5.29955E+02	 8.58400E+02
 5.30040E+02	 8.58133E+02
 5.30124E+02	 8.58067E+02
 5.30209E+02	 8.58333E+02
 5.30293E+02	 8.58400E+02
 5.30378E+02	 8.58467E+02
 5.30462E+02	 8.58467E+02
 5.30546E+02	 8.58000E+02
 5.30631E+02	 8.58200E+02
 5.30715E+02	 8.58467E+02
 5.30800E+02	 8.58133E+02
 5.30884E+02	 8.58000E+02
 5.30969E+02	 8.58267E+02
 5.31053E+02	 8.58533E+02
 5.31137E+02	 8.57533E+02
 5.31222E+02	 8.58000E+02
 5.31306E+02	 8.58000E+02
 5.31391E+02	 8.58800E+02
 5.31475E+02	 8.61600E+02
 5.31560E+02	 8.76133E+02
 5.31644E+02	 9.14533E+02
 5.31728E+02	 9.38000E+02
 5.31813E+02	 9.28267E+02
 5.31897E+02	 8.92867E+02
 5.31982E+02	 8.64267E+02
 5.32066E+02	 8.58667E+02
 5.32150E+02	 8.58267E+02
 5.32235E+02	 8.57933E+02
 5.32319E+02	 8.58667E+02
 5.32404E+02	 8.58133E+02
 5.32488E+02	 8.58200E+02
 5.32573E+02	 8.58467E+02
 5.32657E+02	 8.58200E+02
 5.32741E+02	 8.58400E+02
 5.32826E+02	 8.57933E+02
 5.32910E+02	 8.58533E+02
 5.32995E+02	 8.58467E+02
 5.33079E+02	 8.57667E+02
 5.33163E+02	 8.57933E+02
 5.33248E+02	 8.57933E+02
 5.33332E+02	 8.57800E+02
 5.33417E+02	 8.58333E+02
 5.33501E+02	 8.57533E+02
 5.33585E+02	 8.58133E+02
 5.33670E+02	 8.58867E+02
 5.33754E+02	 8.58000E+02
 5.33838E+02	 8.59000E+02
 5.33923E+02	 8.60267E+02
